0,/m/01swdw,https://www.wikidata.org/entity/Q1049502,Hudson Soft
0,/m/0bdjd,https://www.wikidata.org/entity/Q134773,Forrest Gump
0,/m/05nshw,https://www.wikidata.org/entity/Q13871,Pangasinan
0,/m/0h3vhfb,https://www.wikidata.org/entity/Q16987659,Primetime Emmy Award for Short-format Animation
0,/m/04dn09n,https://www.wikidata.org/entity/Q849124,Golden Globe Award for Best Screenplay
0,/m/0l14qv,https://www.wikidata.org/entity/Q163829,synthesizer
0,/m/04xn_,https://www.wikidata.org/entity/Q836,Myanmar
0,/m/0p2rj,https://www.wikidata.org/entity/Q61160,Pulaski County
0,/m/05gqf,https://www.wikidata.org/entity/Q38234,Nagasaki
0,/m/0pgjm,https://www.wikidata.org/entity/Q1384181,Michael McKean
0,/m/01vng3b,https://www.wikidata.org/entity/Q1708504,Josh Homme
0,/m/06j2v,https://www.wikidata.org/entity/Q8060,Romani people
0,/m/0kr_t,https://www.wikidata.org/entity/Q45188,Coldplay
0,/m/01grp0,https://www.wikidata.org/entity/Q223336,3rd United States Congress
0,/m/01wxdn3,https://www.wikidata.org/entity/Q5235388,David J
0,/m/0mr_8,https://www.wikidata.org/entity/Q109265,Denton County
0,/m/0fy34l,https://www.wikidata.org/entity/Q564958,A Simple Plan
0,/m/03y05ty,https://www.wikidata.org/entity/Q217519,bubonic plague
0,/m/0lzcs,https://www.wikidata.org/entity/Q166714,H. H. Asquith
0,/m/02w4fkq,https://www.wikidata.org/entity/Q228860,Colbie Caillat
0,/m/0gkz15s,https://www.wikidata.org/entity/Q212965,The Hunger Games
0,/m/046f3p,https://www.wikidata.org/entity/Q83656,Kinsey
0,/m/02vrr,https://www.wikidata.org/entity/Q41571,epilepsy
0,/m/09tcg4,https://www.wikidata.org/entity/Q1211143,Angela's Ashes
0,/m/096g3,https://www.wikidata.org/entity/Q1891,Bologna
0,/m/0fqyzz,https://www.wikidata.org/entity/Q847366,Robert Lantos
0,/m/0gs1_,https://www.wikidata.org/entity/Q59215,Robert Redford
0,/m/018qql,https://www.wikidata.org/entity/Q516390,Robert Young
0,/m/0m76b,https://www.wikidata.org/entity/Q318292,Roger Corman
0,/m/02md2d,https://www.wikidata.org/entity/Q1068952,St. Elsewhere
0,/m/0dznvw,https://www.wikidata.org/entity/Q917076,23rd Academy Awards
0,/m/01j5sv,https://www.wikidata.org/entity/Q107006,Claudia Cardinale
0,/m/0cq7kw,https://www.wikidata.org/entity/Q201215,My Fair Lady
0,/m/02y_3rf,https://www.wikidata.org/entity/Q306135,β-carotene
0,/m/03xks,https://www.wikidata.org/entity/Q43183,insurance
0,/m/05489,https://www.wikidata.org/entity/Q1458155,Sicilian Mafia
0,/m/09rsr0w,https://www.wikidata.org/entity/Q1157920,Dalian Professional F.C.
0,/m/05cc1,https://www.wikidata.org/entity/Q1032,Niger
0,/m/0g14f,https://www.wikidata.org/entity/Q23105,Staffordshire
0,/m/0fz2y7,https://www.wikidata.org/entity/Q178975,31st Academy Awards
0,/m/09qbdc,https://www.wikidata.org/entity/Q2303493,Eastleigh F.C.
0,/m/021yw7,https://www.wikidata.org/entity/Q188492,Seth MacFarlane
0,/m/051hhz,https://www.wikidata.org/entity/Q221940,K.S.C. Lokeren Oost-Vlaanderen
0,/m/012k_9,https://www.wikidata.org/entity/Q616526,Apache License
0,/m/0bthb,https://www.wikidata.org/entity/Q622137,Lehigh University
0,/m/06_bq1,https://www.wikidata.org/entity/Q162959,Blake Lively
0,/m/0f276,https://www.wikidata.org/entity/Q192812,Hayden Christensen
0,/m/0j871,https://www.wikidata.org/entity/Q31687,baritone
0,/m/03hl6lc,https://www.wikidata.org/entity/Q8038461,Writers Guild of America Award for Best Original Screenplay
0,/m/05mdx,https://www.wikidata.org/entity/Q165328,osteoporosis
0,/m/04jpg2p,https://www.wikidata.org/entity/Q174385,Alice in Wonderland
0,/m/04cj79,https://www.wikidata.org/entity/Q212098,Closer
0,/m/0ps8c,https://www.wikidata.org/entity/Q972,Alkmaar
0,/m/04x4vj,https://www.wikidata.org/entity/Q206886,A Civil Action
0,/m/0l8v5,https://www.wikidata.org/entity/Q193482,Neve Campbell
0,/m/0cc63l,https://www.wikidata.org/entity/Q725970,David Dhawan
0,/m/03qhnx,https://www.wikidata.org/entity/Q5475,Treviso
0,/m/02bvc5,https://www.wikidata.org/entity/Q797846,Girton College
0,/m/05p3738,https://www.wikidata.org/entity/Q1322906,Centurion
0,/m/0bn8fw,https://www.wikidata.org/entity/Q3097943,Michael McConnohie
0,/m/04fv5b,https://www.wikidata.org/entity/Q300842,Book of Shadows: Blair Witch 2
0,/m/07lwsz,https://www.wikidata.org/entity/Q2410088,Howard Gordon
0,/m/02l424,https://www.wikidata.org/entity/Q1849843,Xavier University
0,/m/0m19t,https://www.wikidata.org/entity/Q191352,Portishead
0,/m/0285m87,https://www.wikidata.org/entity/Q45670,Kingdom of Portugal
0,/m/02b149,https://www.wikidata.org/entity/Q19575,Carlisle United F.C.
0,/m/07wlt,https://www.wikidata.org/entity/Q1458113,University of Victoria
0,/m/0165v,https://www.wikidata.org/entity/Q750,Bolivia
0,/m/0k9ctht,https://www.wikidata.org/entity/Q267282,RKO Pictures
0,/m/06rf7,https://www.wikidata.org/entity/Q1194,Schleswig-Holstein
0,/m/011ysn,https://www.wikidata.org/entity/Q221491,The Thin Red Line
0,/m/01xn5th,https://www.wikidata.org/entity/Q1103168,Club Tijuana
0,/m/02x08c,https://www.wikidata.org/entity/Q320036,Richard Widmark
0,/m/0h99n,https://www.wikidata.org/entity/Q181923,attention deficit hyperactivity disorder
0,/m/0fb7c,https://www.wikidata.org/entity/Q82786,Leslie Nielsen
0,/m/0m2j5,https://www.wikidata.org/entity/Q54240,New London County
0,/m/0l6px,https://www.wikidata.org/entity/Q172653,Maggie Smith
0,/m/06fc0b,https://www.wikidata.org/entity/Q240869,Adrian Grenier
0,/m/0cms7f,https://www.wikidata.org/entity/Q1139248,Oscar Nunez
0,/m/0lf_w,https://www.wikidata.org/entity/Q877524,"hanged, drawn, quartered and decapitated"
0,/m/0pj9t,https://www.wikidata.org/entity/Q311267,Bobby Darin
0,/m/017vkx,https://www.wikidata.org/entity/Q313092,Trevor Horn
0,/m/0qm40,https://www.wikidata.org/entity/Q2861,Rostock
0,/m/01jrbb,https://www.wikidata.org/entity/Q132863,Finding Nemo
0,/m/09pl3s,https://www.wikidata.org/entity/Q467500,Roberto Orci
0,/m/0cgm9,https://www.wikidata.org/entity/Q10957559,Principality of Moldavia
0,/m/03xds,https://www.wikidata.org/entity/Q46868,I. M. Pei
0,/m/0gjc4d3,https://www.wikidata.org/entity/Q622769,Man of Steel
0,/m/01yl6n,https://www.wikidata.org/entity/Q54155,Lublin Voivodeship
0,/m/013cr,https://www.wikidata.org/entity/Q356303,Albert Brooks
0,/m/01csvq,https://www.wikidata.org/entity/Q102642,Diane Keaton
0,/m/025rxjq,https://www.wikidata.org/entity/Q1473804,High Fidelity
0,/m/0dq630k,https://www.wikidata.org/entity/Q64038,baritone guitar
0,/m/01k3qj,https://www.wikidata.org/entity/Q234598,Hikaru Utada
0,/m/01ynvx,https://www.wikidata.org/entity/Q1759336,Revelation Records
0,/m/020yvh,https://www.wikidata.org/entity/Q872541,Groton School
0,/m/02496r,https://www.wikidata.org/entity/Q184760,County Monaghan
0,/m/01kvrz,https://www.wikidata.org/entity/Q49204,Smith College
0,/m/0n1h,https://www.wikidata.org/entity/Q483501,artist
0,/m/03x726,https://www.wikidata.org/entity/Q216459,C.D. Nacional
0,/m/01v_0b,https://www.wikidata.org/entity/Q272610,Cormac McCarthy
0,/m/04jzj,https://www.wikidata.org/entity/Q7604,Leonhard Euler
0,/m/048ldh,https://www.wikidata.org/entity/Q748294,Hamilton Bulldogs
0,/m/016ghw,https://www.wikidata.org/entity/Q55221,Alexander Korda
0,/m/0393g,https://www.wikidata.org/entity/Q16572,Guangzhou
0,/m/0915l1,https://www.wikidata.org/entity/Q1397901,Cleopatra Records
0,/m/02ky346,https://www.wikidata.org/entity/Q11023,engineering
0,/m/0btyl,https://www.wikidata.org/entity/Q164487,Ava Gardner
0,/m/0jc7g,https://www.wikidata.org/entity/Q109641,Box Elder County
0,/m/02d413,https://www.wikidata.org/entity/Q204057,Philadelphia
0,/m/02mt51,https://www.wikidata.org/entity/Q208269,Eternal Sunshine of the Spotless Mind
0,/m/0pybl,https://www.wikidata.org/entity/Q80113,Expressionism
0,/m/024mpp,https://www.wikidata.org/entity/Q696042,Hulk
0,/m/09myny,https://www.wikidata.org/entity/Q329176,George J. Folsey
0,/m/0778p,https://www.wikidata.org/entity/Q615873,Seattle University
0,/m/01mqc_,https://www.wikidata.org/entity/Q204590,Christian Slater
0,/m/01gc8c,https://www.wikidata.org/entity/Q991310,Timmins
0,/m/03yj_0n,https://www.wikidata.org/entity/Q3959303,Shea Whigham
0,/m/054knh,https://www.wikidata.org/entity/Q387380,Golden Globe Award for Best Non-English Language Film
0,/m/0q34g,https://www.wikidata.org/entity/Q130191,Norwich
0,/m/01k31p,https://www.wikidata.org/entity/Q381823,Peng Dehuai
0,/m/01bl8s,https://www.wikidata.org/entity/Q1377445,common-law marriage
0,/m/01sy5c,https://www.wikidata.org/entity/Q312656,Lon Chaney
0,/m/012dr7,https://www.wikidata.org/entity/Q105960,William Powell
0,/m/01lkky,https://www.wikidata.org/entity/Q179840,House of Stuart
0,/m/0bd67,https://www.wikidata.org/entity/Q5600721,Greater Poland
0,/m/02gn9g,https://www.wikidata.org/entity/Q1333734,Marv Wolfman
0,/m/01sm9v,https://www.wikidata.org/entity/Q19798,Hitchin
0,/m/04hvw,https://www.wikidata.org/entity/Q1013,Lesotho
0,/m/0p9qb,https://www.wikidata.org/entity/Q181887,Rex Harrison
0,/m/0q6g3,https://www.wikidata.org/entity/Q702373,Super Dimension Fortress Macross
0,/m/0bvfqq,https://www.wikidata.org/entity/Q319132,78th Academy Awards
0,/m/0425hg,https://www.wikidata.org/entity/Q482617,Jeju United FC
0,/m/02r251z,https://www.wikidata.org/entity/Q3157185,Jack Giarraputo
0,/m/0k_q_,https://www.wikidata.org/entity/Q485716,Glendale
0,/m/03cd0x,https://www.wikidata.org/entity/Q115760,Catwoman
0,/m/0rydq,https://www.wikidata.org/entity/Q239870,Columbus
0,/m/025x1t,https://www.wikidata.org/entity/Q917608,Freakazoid!
0,/m/03bkbh,https://www.wikidata.org/entity/Q170826,Irish people
0,/m/04d5v9,https://www.wikidata.org/entity/Q2154182,Columbia University Vagelos College of Physicians and Surgeons
0,/m/06ztwyd,https://www.wikidata.org/entity/Q2076560,Band Hero
0,/m/02f6xy,https://www.wikidata.org/entity/Q1064978,MTV Video Music Award for Best Male Video
0,/m/05l71,https://www.wikidata.org/entity/Q324523,Las Vegas Raiders
0,/m/07k51gd,https://www.wikidata.org/entity/Q211566,Chris Colfer
0,/m/09v9mks,https://www.wikidata.org/entity/Q544664,Bel Ami
0,/m/028k57,https://www.wikidata.org/entity/Q312129,Eugene Levy
0,/m/0byb_x,https://www.wikidata.org/entity/Q1484397,talent show
